#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000471736.5	457	0.34079	8.68621826172	1	0.999999	coding
ENST00000264426.14	884	0.43792	7.47845458984	1	1	coding
ENST00000323661.10	731	0.46771	6.11712646484	1	1	coding
ENST00000505888.1	145	0.43021	5.49493408203	-1	0.100871	noncoding
ENST00000510854.1	194	0.42345	9.56622314453	1	0.98968	coding
ENST00000503980.1	30	0.45076	8.55548095703	1	0.0154713	noncoding
ENST00000306100.10	848	0.44384	5.61163330078	1	1	coding
ENST00000379164.8	847	0.44384	5.61163330078	1	1	coding
ENST00000427802.2	838	0.50153	5.69952392578	1	1	coding
ENST00000511291.1	46	0.32202	5.64324951172	1	0.0164736	noncoding
ENST00000656385.1	46	0.33446	5.64324951172	1	0.016575	noncoding
ENST00000665163.1	36	0.37607	10.3181762695	1	0.0181384	noncoding
ENST00000662648.1	62	0.35	10.3883666992	1	0.0431402	noncoding
ENST00000653108.1	42	0.44146	10.4639282227	1	0.0493461	noncoding
ENST00000403733.8	1193	0.3743	5.39923095703	1	1	coding
ENST00000508614.5	94	0.34399	9.44317626953	-1	0.14311	noncoding
ENST00000513834.5	1144	0.43083	5.67523193359	1	1	coding
ENST00000448232.6	1217	0.39433	5.40411376953	1	1	coding
ENST00000427431.5	988	0.36585	5.19219970703	1	1	coding
ENST00000504005.5	875	0.3996	5.05621337891	1	1	coding
ENST00000515284.1	65	0.4322	9.60723876953	-1	0.0862752	noncoding
ENST00000508747.1	321	0.46178	8.97796630859	1	0.999998	coding
ENST00000326397.10	189	0.3439	5.24285888672	1	0.987934	coding
ENST00000510968.5	94	0.37277	9.12664794922	1	0.171436	noncoding
ENST00000510702.5	126	0.3525	9.07269287109	1	0.390728	noncoding
ENST00000512740.1	126	0.41012	9.07269287109	1	0.66906	coding
ENST00000514322.1	94	0.43817	9.12664794922	1	0.378313	noncoding
ENST00000296564.9	2267	0.45966	5.32122802734	1	1	coding
ENST00000505464.1	73	0.33266	4.59783935547	1	0.115633	noncoding
ENST00000335606.11	383	0.38142	6.06683349609	1	1	coding
ENST00000382072.6	199	0.29526	10.1631469727	1	0.629481	coding
ENST00000506639.5	230	0.3949	10.0228881836	1	0.994542	coding
ENST00000514195.1	211	0.41554	9.68328857422	1	0.994293	coding
ENST00000382085.7	395	0.45834	6.36053466797	1	1	coding
ENST00000502637.5	368	0.46894	6.06207275391	1	1	coding
ENST00000512079.5	261	0.38061	9.64581298828	1	0.998241	coding
ENST00000513880.2	54	0.46075	11.3829956055	-1	0.157615	noncoding
ENST00000506534.2	96	0.30141	11.6619262695	1	0.0747361	noncoding
ENST00000504924.6	205	0.31035	5.41143798828	1	0.987286	coding
ENST00000502271.5	144	0.32244	8.94281005859	1	0.43676	noncoding
ENST00000510591.6	41	0.42928	12.1760864258	1	0.0345844	noncoding
ENST00000507646.2	159	0.40543	5.58868408203	1	0.976335	coding
ENST00000505383.1	112	0.41908	5.21173095703	1	0.760448	coding
ENST00000506902.1	39	0.41205	4.07171630859	1	0.0469743	noncoding
ENST00000693134.1	39	0.32504	9.84613037109	1	0.0151554	noncoding
ENST00000687774.1	39	0.29318	9.84613037109	1	0.0158725	noncoding
ENST00000688992.1	39	0.3188	9.84613037109	1	0.0151062	noncoding
ENST00000690820.1	39	0.28758	9.84613037109	1	0.016311	noncoding
ENST00000687247.1	39	0.28572	9.84613037109	1	0.0164849	noncoding
ENST00000401507.7	707	0.43949	6.27850341797	1	1	coding
ENST00000407818.8	745	0.36699	6.00531005859	1	1	coding
ENST00000674632.1	726	0.35313	6.00213623047	1	1	coding
ENST00000676271.1	688	0.35313	6.27630615234	1	1	coding
ENST00000674752.1	686	0.47501	6.07989501953	1	1	coding
ENST00000543322.5	199	0.40931	9.22308349609	1	0.989149	coding
ENST00000511752.5	94	0.35951	10.3021850586	1	0.148478	noncoding
ENST00000308077.9	389	0.43219	9.33245849609	1	1	coding
ENST00000380639.10	389	0.32642	9.33245849609	1	0.999898	coding
ENST00000503868.5	280	0.43532	9.50994873047	1	0.999933	coding
ENST00000503315.5	217	0.4095	9.20648193359	1	0.995827	coding
ENST00000519295.6	1046	0.47473	5.95098876953	1	1	coding
ENST00000255194.11	1095	0.48424	5.75469970703	1	1	coding
ENST00000695511.1	1054	0.48424	5.55035400391	1	1	coding
ENST00000695488.1	1017	0.48392	5.76702880859	1	1	coding
ENST00000695506.1	253	0.45457	6.44036865234	1	0.999959	coding
ENST00000519888.6	872	0.48142	5.72772216797	1	1	coding
ENST00000665502.1	75	0.28923	9.13690185547	1	0.0411965	noncoding
ENST00000421004.4	72	0.31621	12.1786499023	1	0.0402018	noncoding
ENST00000663674.1	53	0.29705	11.8353881836	-1	0.153567	noncoding
ENST00000503483.6	36	0.40561	8.04302978516	-1	0.0353971	noncoding
ENST00000512287.1	33	0.36863	8.52020263672	1	0.00912138	noncoding
ENST00000660242.1	35	0.32121	4.89581298828	1	0.0123827	noncoding
ENST00000690798.1	35	0.32121	4.89581298828	1	0.0123827	noncoding
ENST00000502041.3	35	0.32121	4.89581298828	1	0.0123827	noncoding
ENST00000500148.6	75	0.33747	4.48931884766	1	0.139707	noncoding
ENST00000656836.1	35	0.33423	4.89581298828	1	0.0120983	noncoding
ENST00000501927.2	105	0.32322	8.57916259766	1	0.144164	noncoding
ENST00000505295.1	105	0.39585	8.57916259766	1	0.34233	noncoding
ENST00000265140.10	1059	0.40332	8.69842529297	1	1	coding
ENST00000508130.5	180	0.42197	9.88763427734	1	0.97545	coding
ENST00000450932.2	423	0.40057	6.57012939453	1	1	coding
ENST00000508074.5	142	0.43233	7.65972900391	-1	0.103107	noncoding
ENST00000512453.5	474	0.46011	5.60308837891	1	1	coding
ENST00000282356.9	474	0.3118	5.60308837891	1	1	coding
ENST00000509408.5	162	0.47927	5.90484619141	1	0.987758	coding
ENST00000504090.1	93	0.42685	8.58294677734	1	0.310049	noncoding
ENST00000510858.5	165	0.47707	5.01373291016	1	0.993613	coding
ENST00000250535.5	201	0.45434	6.10906982422	1	0.998967	coding
ENST00000502631.1	87	0.37527	5.90875244141	1	0.189195	noncoding
ENST00000504877.1	57	0.36429	8.61334228516	1	0.0288721	noncoding
ENST00000504613.1	99	0.34747	4.58197021484	-1	0.0440378	noncoding
ENST00000342854.10	385	0.39082	6.96099853516	1	1	coding
ENST00000395029.5	482	0.40406	8.03814697266	1	1	coding
ENST00000518887.5	122	0.44804	7.20233154297	-1	0.0758341	noncoding
ENST00000522653.5	245	0.35182	9.51593017578	1	0.989365	coding
ENST00000517851.5	167	0.42976	8.76812744141	-1	0.170166	noncoding
ENST00000378560.8	269	0.39025	9.75030517578	1	0.999131	coding
ENST00000520693.5	364	0.43519	9.42877197266	1	0.999999	coding
ENST00000519312.5	194	0.42133	9.62432861328	1	0.988794	coding
ENST00000265334.9	593	0.46223	9.35491943359	1	1	coding
ENST00000523054.5	402	0.45656	9.42791748047	1	1	coding
ENST00000520592.1	161	0.42585	9.28057861328	1	0.947855	coding
ENST00000523832.1	456	0.46085	9.11529541016	1	1	coding
ENST00000521755.1	63	0.40188	6.69110107422	1	0.0555322	noncoding
ENST00000522501.1	119	0.4233	9.89739990234	-1	0.152173	noncoding
ENST00000033079.7	916	0.47046	4.87127685547	1	1	coding
ENST00000689681.1	938	0.46353	4.87750244141	1	1	coding
ENST00000425075.6	792	0.47732	4.83953857422	1	1	coding
ENST00000508403.5	64	0.44824	5.04388427734	-1	0.0308379	noncoding
ENST00000510804.1	23	0.35942	6.50433349609	1	0.00413944	noncoding
ENST00000394817.7	462	0.42957	5.27386474609	1	1	coding
ENST00000265195.9	462	0.42957	5.27386474609	1	1	coding
ENST00000515008.1	119	0.4096	4.57281494141	1	0.87702	coding
ENST00000509534.5	469	0.43776	5.22027587891	1	1	coding
ENST00000505945.1	70	0.41746	4.44281005859	-1	0.0303944	noncoding
ENST00000508639.5	163	0.46378	6.91912841797	-1	0.139283	noncoding
ENST00000440765.2	33	0.37153	6.80889892578	1	0.00752683	noncoding
ENST00000378123.4	815	0.45649	5.00042724609	1	1	coding
ENST00000531613.2	951	0.4258	5.12823486328	1	1	coding
ENST00000645722.2	760	0.33362	6.23089599609	1	1	coding
ENST00000274498.9	815	0.33362	6.19952392578	1	1	coding
ENST00000642734.1	687	0.42076	6.53692626953	1	1	coding
ENST00000475287.2	339	0.46406	6.62445068359	1	1	coding
ENST00000469131.6	161	0.44004	5.35101318359	-1	0.140986	noncoding
ENST00000470032.1	29	0.39266	7.84796142578	1	0.00733497	noncoding
ENST00000443674.5	343	0.39513	5.83160400391	1	1	coding
ENST00000418236.5	265	0.46533	6.76019287109	1	0.99998	coding
ENST00000443045.1	80	0.4179	9.80975341797	-1	0.110024	noncoding
ENST00000419676.5	109	0.38234	9.50787353516	1	0.332197	noncoding
ENST00000421521.5	139	0.43429	6.16400146484	1	0.928316	coding
ENST00000425417.2	83	0.38713	6.52362060547	1	0.146391	noncoding
ENST00000343218.10	685	0.38905	5.93878173828	1	1	coding
ENST00000398514.7	571	0.37793	6.04241943359	1	1	coding
ENST00000508042.1	104	0.41415	6.53277587891	-1	0.0517888	noncoding
ENST00000512722.1	92	0.40426	6.02545166016	-1	0.0413011	noncoding
ENST00000504965.1	45	0.34895	5.59576416016	1	0.0168026	noncoding
ENST00000520931.5	584	0.45842	6.31365966797	1	1	coding
ENST00000521591.6	637	0.4532	6.22528076172	1	1	coding
ENST00000389378.6	620	0.45072	6.59661865234	1	1	coding
ENST00000523338.5	636	0.45961	6.32415771484	1	1	coding
ENST00000610535.5	573	0.45287	6.28448486328	1	1	coding
ENST00000518977.5	636	0.44881	6.32415771484	1	1	coding
ENST00000521423.1	52	0.28519	8.61029052734	1	0.0183914	noncoding
ENST00000425427.6	367	0.31974	8.30718994141	1	0.999902	coding
ENST00000297107.11	604	0.38268	8.84014892578	1	1	coding
ENST00000521786.5	120	0.41889	9.19854736328	1	0.638134	coding
ENST00000519571.1	122	0.45255	7.91510009766	-1	0.0876973	noncoding
ENST00000456329.7	561	0.4459	9.32952880859	1	1	coding
ENST00000521424.1	53	0.34674	4.29022216797	1	0.0493565	noncoding
ENST00000523662.1	521	0.44814	9.21539306641	1	1	coding
ENST00000307063.9	756	0.48402	9.09051513672	1	1	coding
ENST00000520662.1	80	0.46138	5.53460693359	-1	0.0400424	noncoding
ENST00000506186.1	115	0.38432	5.87103271484	1	0.599523	coding
ENST00000393929.5	296	0.43215	9.06195068359	1	0.999976	coding
ENST00000340828.7	296	0.41746	9.06195068359	1	0.999957	coding
ENST00000511683.6	162	0.4342	9.46697998047	1	0.958849	coding
ENST00000512532.1	158	0.47848	8.28961181641	-1	0.161968	noncoding
ENST00000509425.1	35	0.35912	9.98443603516	1	0.0147186	noncoding
ENST00000443155.5	316	0.43146	8.43572998047	1	0.999995	coding
ENST00000389118.8	577	0.42584	5.64251708984	1	1	coding
ENST00000519256.5	577	0.47503	5.64251708984	1	1	coding
ENST00000523189.6	1089	0.46607	6.02447509766	1	1	coding
ENST00000522066.5	581	0.35996	5.49371337891	1	1	coding
ENST00000520864.5	473	0.35599	6.17437744141	1	1	coding
ENST00000523727.1	92	0.45155	6.04803466797	1	0.419168	noncoding
ENST00000522734.1	56	0.44281	4.45941162109	-1	0.029103	noncoding
ENST00000520879.5	167	0.51084	5.11395263672	-1	0.18578	noncoding
ENST00000522380.2	199	0.48706	4.92291259766	1	0.999302	coding
ENST00000521165.1	58	0.38888	6.07391357422	1	0.0423467	noncoding
ENST00000521759.5	414	0.41055	5.84869384766	1	1	coding
ENST00000521834.1	119	0.33042	6.02679443359	1	0.424868	noncoding
ENST00000307826.5	446	0.2921	9.25482177734	1	0.999857	coding
ENST00000446023.6	446	0.398	9.25482177734	1	1	coding
ENST00000393340.7	446	0.42925	9.25482177734	1	1	coding
ENST00000502678.1	103	0.44708	10.6377563477	-1	0.176877	noncoding
ENST00000507384.1	50	0.35545	10.051940918	1	0.0268985	noncoding
ENST00000510341.1	45	0.28499	6.69610595703	1	0.0146243	noncoding
ENST00000506708.1	73	0.30857	8.75042724609	1	0.0395992	noncoding
ENST00000654313.1	131	0.30302	5.82952880859	1	0.535247	coding
ENST00000653411.1	131	0.31089	5.82952880859	1	0.552806	coding
ENST00000651233.1	125	0.343	10.7498168945	1	0.286203	noncoding
ENST00000501855.6	131	0.30829	5.82952880859	1	0.546536	coding
ENST00000502162.2	131	0.31089	5.82952880859	1	0.552806	coding
ENST00000661444.1	131	0.32455	5.82952880859	1	0.592041	coding
ENST00000665473.1	131	0.31674	5.82952880859	1	0.568427	coding
ENST00000501937.2	131	0.31891	5.82952880859	1	0.574702	coding
ENST00000659497.1	131	0.34964	5.82952880859	1	0.683113	coding
ENST00000657229.1	131	0.33841	5.82952880859	1	0.639042	coding
ENST00000658585.1	131	0.31674	5.82952880859	1	0.568427	coding
ENST00000653584.1	131	0.32442	5.82952880859	1	0.591626	coding
ENST00000274773.12	512	0.43681	7.81329345703	1	1	coding
ENST00000393315.5	304	0.38774	6.97796630859	1	0.999983	coding
ENST00000504241.1	80	0.29921	7.71783447266	1	0.0498204	noncoding
ENST00000509199.1	37	0.38844	9.43109130859	-1	0.0798478	noncoding
ENST00000334421.5	222	0.45401	6.53338623047	1	0.999671	coding
ENST00000344450.9	185	0.28305	8.27606201172	1	0.666005	coding
ENST00000603881.5	28	0.37284	5.36236572266	-1	0.0161987	noncoding
ENST00000603795.5	103	0.35781	5.33990478516	1	0.388653	noncoding
ENST00000605035.5	103	0.35305	8.61212158203	1	0.189996	noncoding
ENST00000419235.7	206	0.30429	7.08319091797	1	0.940996	coding
ENST00000603726.5	82	0.34043	5.86920166016	1	0.105503	noncoding
ENST00000604971.5	322	0.31676	8.98126220703	1	0.998446	coding
ENST00000342415.6	340	0.36715	6.49481201172	1	0.999997	coding
ENST00000634363.1	150	0.46127	4.60089111328	1	0.988236	coding
ENST00000496946.1	92	0.32546	9.73468017578	1	0.0942369	noncoding
ENST00000379170.9	360	0.34808	9.66961669922	1	0.999875	coding
ENST00000607303.1	122	0.43002	8.80377197266	1	0.713397	coding
ENST00000480999.1	110	0.31061	6.91937255859	1	0.202341	noncoding
ENST00000454678.7	540	0.43413	4.97796630859	1	1	coding
ENST00000453195.5	540	0.43413	4.97796630859	1	1	coding
ENST00000416596.5	248	0.4149	7.98516845703	-1	0.302574	noncoding
ENST00000418026.1	157	0.40329	8.49591064453	-1	0.139738	noncoding
ENST00000434785.5	122	0.41253	7.49737548828	-1	0.0773801	noncoding
ENST00000454612.6	877	0.40945	6.07012939453	1	1	coding
ENST00000376570.8	877	0.44338	6.07012939453	1	1	coding
ENST00000428153.6	267	0.31072	5.53485107422	-1	0.329873	noncoding
ENST00000376568.8	914	0.43256	6.37664794922	1	1	coding
ENST00000452441.5	914	0.44642	6.37664794922	1	1	coding
ENST00000513240.5	920	0.46256	6.37664794922	1	1	coding
ENST00000514434.1	133	0.47147	6.28131103516	-1	0.0920524	noncoding
ENST00000586726.3	79	0.31674	8.83551025391	1	0.0521985	noncoding
ENST00000659015.1	79	0.31669	8.83551025391	1	0.0521804	noncoding
ENST00000593917.2	108	0.40095	5.43023681641	-1	0.0504454	noncoding
ENST00000429998.3	117	0.28923	9.57513427734	1	0.139182	noncoding
ENST00000586413.1	49	0.34755	4.51226806641	1	0.0345959	noncoding
ENST00000532634.5	226	0.4179	7.72039794922	-1	0.249765	noncoding
ENST00000323267.11	833	0.45096	7.22784423828	1	1	coding
ENST00000534326.5	492	0.45937	8.62969970703	1	1	coding
ENST00000525294.5	190	0.40776	7.04095458984	1	0.992067	coding
ENST00000371893.6	736	0.42949	6.85968017578	1	1	coding
ENST00000525873.5	134	0.41918	9.01531982422	-1	0.130934	noncoding
ENST00000666605.1	62	0.31649	9.58001708984	1	0.0312117	noncoding
ENST00000663931.1	62	0.38067	9.58001708984	1	0.0502092	noncoding
ENST00000666938.1	62	0.37163	9.58001708984	1	0.0459744	noncoding
ENST00000658849.1	62	0.31649	9.58001708984	1	0.0312117	noncoding
ENST00000662922.1	96	0.28855	5.79034423828	1	0.173512	noncoding
ENST00000606714.6	62	0.40198	9.58001708984	1	0.0633888	noncoding
ENST00000667019.1	84	0.42508	6.48052978516	1	0.229674	noncoding
ENST00000453216.2	95	0.37021	8.93109130859	-1	0.10809	noncoding
ENST00000657776.1	96	0.3231	5.79034423828	1	0.185284	noncoding
ENST00000421834.6	5498	0.45792	5.52056884766	1	1	coding
ENST00000312431.10	5538	0.45792	5.54840087891	1	1	coding
ENST00000680361.1	7819	0.46993	5.22125244141	1	1	coding
ENST00000520645.6	5423	0.461	5.56243896484	1	1	coding
ENST00000651790.1	1300	0.48422	7.10504150391	1	1	coding
ENST00000651289.1	610	0.40728	9.85540771484	1	1	coding
ENST00000523292.5	218	0.39617	11.3805541992	1	0.976492	coding
ENST00000518464.5	83	0.323	9.62335205078	1	0.067534	noncoding
ENST00000466429.5	294	0.35112	10.2654418945	1	0.997201	coding
ENST00000482156.5	255	0.33446	10.8359985352	1	0.958534	coding
ENST00000340834.10	2714	0.46401	5.56060791016	1	1	coding
ENST00000361203.7	7462	0.47365	5.13677978516	1	1	coding
ENST00000523597.1	168	0.42512	10.3809204102	-1	0.239212	noncoding
ENST00000517840.1	98	0.43914	6.28399658203	-1	0.0480961	noncoding
ENST00000524186.1	50	0.39522	11.233581543	-1	0.158763	noncoding
ENST00000650917.1	394	0.38051	9.98785400391	1	0.999994	coding
ENST00000450081.5	75	0.33057	7.98028564453	1	0.0473245	noncoding
ENST00000399751.6	76	0.29319	9.29864501953	1	0.0435892	noncoding
ENST00000418368.1	76	0.29319	9.29864501953	1	0.0435892	noncoding
ENST00000422882.1	91	0.28063	10.0545043945	1	0.0675658	noncoding
ENST00000418765.6	46	0.35615	12.0000610352	-1	0.180948	noncoding
ENST00000370598.6	1523	0.39432	6.69305419922	1	1	coding
ENST00000684661.1	1064	0.29607	8.26275634766	1	1	coding
ENST00000238918.12	729	0.46145	7.50616455078	1	1	coding
ENST00000604969.1	68	0.32709	8.84100341797	-1	0.127703	noncoding
ENST00000415954.6	733	0.43896	8.45062255859	1	1	coding
ENST00000681094.1	433	0.36756	8.30560302734	1	1	coding
ENST00000679612.1	387	0.33045	8.74273681641	1	0.999962	coding
ENST00000681705.1	426	0.40397	8.42327880859	1	1	coding
ENST00000680131.1	426	0.37965	8.42327880859	1	1	coding
ENST00000521032.6	185	0.35922	9.16888427734	1	0.913107	coding
ENST00000521156.6	516	0.44535	8.49627685547	1	1	coding
ENST00000522205.6	453	0.39932	7.05950927734	1	1	coding
ENST00000370305.5	644	0.45797	8.13446044922	1	1	coding
ENST00000370308.8	385	0.38142	8.08990478516	1	0.999999	coding
ENST00000415228.5	355	0.39713	7.59161376953	1	0.999999	coding
ENST00000523763.2	566	0.39883	9.27960205078	1	1	coding
ENST00000466977.1	60	0.4623	10.0112915039	1	0.151063	noncoding
ENST00000608353.5	98	0.33111	9.30023193359	1	0.121481	noncoding
ENST00000392863.6	98	0.31109	9.30023193359	1	0.0986283	noncoding
ENST00000229570.9	98	0.31109	9.30023193359	1	0.0986283	noncoding
ENST00000448282.6	88	0.33979	6.03668212891	1	0.132222	noncoding
ENST00000608525.5	77	0.38216	9.45477294922	1	0.0970428	noncoding
ENST00000369572.3	105	0.37943	6.89495849609	1	0.333811	noncoding
ENST00000608868.2	98	0.32374	9.30023193359	1	0.112045	noncoding
ENST00000369570.4	77	0.34813	8.84332275391	1	0.0629996	noncoding
ENST00000468486.2	46	0.36977	11.1701049805	1	0.0286846	noncoding
ENST00000257789.4	713	0.46688	7.54339599609	1	1	coding
ENST00000392844.8	712	0.46688	7.54339599609	1	1	coding
ENST00000681069.1	554	0.46705	8.22174072266	1	1	coding
ENST00000275053.8	1244	0.36604	6.72222900391	1	1	coding
ENST00000683635.1	1244	0.35956	6.72222900391	1	1	coding
ENST00000369251.6	1204	0.48817	7.01776123047	1	1	coding
ENST00000509383.5	292	0.32149	8.51690673828	1	0.997446	coding
ENST00000510018.5	170	0.4581	6.20501708984	-1	0.155804	noncoding
ENST00000511335.5	77	0.28808	7.59979248047	1	0.0445481	noncoding
ENST00000506256.5	103	0.40279	5.44744873047	1	0.546591	coding
ENST00000496119.2	141	0.37799	4.67352294922	1	0.93919	coding
ENST00000683215.1	909	0.403	8.05438232422	1	1	coding
ENST00000369134.9	909	0.37539	8.05438232422	1	1	coding
ENST00000683747.1	319	0.3785	8.88397216797	1	0.999935	coding
ENST00000436862.2	311	0.32237	8.88397216797	1	0.99839	coding
ENST00000682052.1	708	0.45165	6.35052490234	1	1	coding
ENST00000684068.1	893	0.45461	6.90740966797	1	1	coding
ENST00000682115.1	573	0.36837	8.26800537109	1	1	coding
ENST00000369138.5	893	0.38046	6.90740966797	1	1	coding
ENST00000413795.5	870	0.39432	6.44171142578	1	1	coding
ENST00000369137.8	887	0.39432	6.50543212891	1	1	coding
ENST00000683806.1	860	0.39091	7.19927978516	1	1	coding
ENST00000455610.5	176	0.48888	6.07489013672	-1	0.187373	noncoding
ENST00000683264.1	290	0.28958	8.90386962891	1	0.982804	coding
ENST00000684380.1	244	0.24797	6.19464111328	1	0.985384	coding
ENST00000369037.9	400	0.37002	8.43487548828	1	0.999999	coding
ENST00000369031.4	241	0.40546	9.22283935547	1	0.998618	coding
ENST00000369002.9	761	0.40693	5.21405029297	1	1	coding
ENST00000459782.1	96	0.31977	4.03814697266	1	0.409562	noncoding
ENST00000473746.1	70	0.42577	10.4183959961	1	0.139891	noncoding
ENST00000466419.1	111	0.44192	4.48504638672	1	0.863016	coding
ENST00000489455.1	74	0.358	9.57720947266	-1	0.128283	noncoding
ENST00000429168.1	161	0.48495	9.19744873047	-1	0.217203	noncoding
ENST00000193322.8	335	0.36932	5.69329833984	1	0.999999	coding
ENST00000492130.1	45	0.25289	9.69940185547	1	0.0254333	noncoding
ENST00000472669.5	96	0.35584	10.3619995117	1	0.151639	noncoding
ENST00000477774.1	74	0.34603	10.1450805664	1	0.0630406	noncoding
ENST00000440575.6	172	0.43477	6.50689697266	-1	0.140696	noncoding
ENST00000430458.1	146	0.43315	6.94427490234	1	0.935334	coding
ENST00000368977.9	482	0.34263	6.86981201172	1	1	coding
ENST00000421954.5	339	0.43263	5.89849853516	1	1	coding
ENST00000437715.1	160	0.42555	9.59149169922	-1	0.192115	noncoding
ENST00000431865.1	145	0.42692	5.22064208984	-1	0.102863	noncoding
ENST00000481842.1	33	0.40646	5.63262939453	1	0.0125011	noncoding
ENST00000368590.9	51	0.46839	5.33929443359	-1	0.0251614	noncoding
ENST00000487832.6	148	0.43779	4.31500244141	1	0.988941	coding
ENST00000466444.7	244	0.35131	4.11053466797	1	0.999884	coding
ENST00000517800.5	34	0.41624	4.00238037109	1	0.0371259	noncoding
ENST00000368357.7	943	0.45427	5.42559814453	1	1	coding
ENST00000453302.5	90	0.42311	9.61895751953	-1	0.109698	noncoding
ENST00000417494.5	191	0.45777	9.37164306641	-1	0.271875	noncoding
ENST00000392477.7	943	0.43177	5.42559814453	1	1	coding
ENST00000229634.13	828	0.46754	5.08868408203	1	1	coding
ENST00000438495.6	220	0.36749	5.52105712891	1	0.998713	coding
ENST00000444128.2	160	0.3118	7.00970458984	1	0.717379	coding
ENST00000368281.1	578	0.34523	8.85052490234	1	1	coding
ENST00000465254.2	106	0.29027	11.7562866211	1	0.0836637	noncoding
ENST00000487331.2	252	0.4648	5.97589111328	-1	0.457461	noncoding
ENST00000472335.2	147	0.41783	6.45318603516	-1	0.0939767	noncoding
ENST00000367601.8	192	0.43224	8.61151123047	-1	0.211055	noncoding
ENST00000447498.5	123	0.47896	7.67340087891	-1	0.0879565	noncoding
ENST00000646199.1	232	0.32442	8.50738525391	1	0.972643	coding
ENST00000357847.9	239	0.38183	6.69940185547	1	0.999277	coding
ENST00000367596.5	97	0.40326	4.93341064453	-1	0.0427746	noncoding
ENST00000494282.6	138	0.39676	8.37835693359	1	0.760929	coding
ENST00000275235.8	246	0.43072	8.49212646484	1	0.999687	coding
ENST00000458219.1	138	0.45319	6.63116455078	-1	0.0930848	noncoding
ENST00000367591.5	374	0.38265	8.36810302734	1	0.999998	coding
ENST00000367592.5	182	0.4109	9.62689208984	-1	0.215891	noncoding
ENST00000585848.1	41	0.36281	9.43023681641	1	0.0165465	noncoding
ENST00000366919.6	1559	0.44435	5.87567138672	1	1	coding
ENST00000392142.9	1609	0.43615	5.93585205078	1	1	coding
ENST00000366920.6	1605	0.44435	5.93585205078	1	1	coding
ENST00000348824.11	1555	0.45821	5.87567138672	1	1	coding
ENST00000544041.5	1443	0.45192	5.93890380859	1	1	coding
ENST00000541901.5	239	0.47594	9.60479736328	1	0.999828	coding
ENST00000544733.5	199	0.45146	9.65386962891	-1	0.297042	noncoding
ENST00000536852.1	298	0.39079	6.92364501953	1	0.99998	coding
ENST00000539610.1	44	0.40404	4.49310302734	1	0.0446741	noncoding
ENST00000320285.9	379	0.29988	8.95135498047	1	0.999506	coding
ENST00000437165.1	46	0.41673	10.8715209961	1	0.0440683	noncoding
ENST00000436279.1	134	0.43512	6.79449462891	1	0.880099	coding
ENST00000624499.2	199	0.28119	6.00921630859	1	0.949278	coding
ENST00000366905.3	160	0.4031	8.81475830078	1	0.91723	coding
ENST00000265678.9	734	0.44716	8.82440185547	1	1	coding
ENST00000510118.5	759	0.44878	6.23480224609	1	1	coding
ENST00000503859.5	742	0.46771	6.17388916016	1	1	coding
ENST00000509742.1	166	0.45002	9.19720458984	1	0.978517	coding
ENST00000366865.1	167	0.41938	6.51763916016	1	0.980574	coding
ENST00000339209.9	565	0.40242	8.85858154297	1	1	coding
ENST00000366780.8	497	0.47052	6.37359619141	1	1	coding
ENST00000612128.1	378	0.35332	5.32257080078	1	1	coding
ENST00000464779.1	56	0.38039	7.88079833984	1	0.0288099	noncoding
ENST00000479592.2	79	0.27165	10.1397094727	1	0.0509531	noncoding
ENST00000664368.1	76	0.28119	9.00006103516	1	0.0417168	noncoding
ENST00000484550.1	102	0.27089	5.99273681641	1	0.212621	noncoding
ENST00000471299.1	76	0.27085	9.00006103516	1	0.0423602	noncoding
ENST00000492208.1	41	0.37738	9.40032958984	1	0.0179706	noncoding
ENST00000437621.6	265	0.27878	11.1487426758	1	0.71034	coding
ENST00000532358.6	50	0.32006	4.50103759766	1	0.0348266	noncoding
ENST00000457484.6	124	0.32508	6.17901611328	1	0.453012	noncoding
ENST00000685139.1	131	0.33292	10.8270874023	1	0.285196	noncoding
ENST00000437964.5	131	0.34501	10.8270874023	1	0.334436	noncoding
ENST00000651857.1	50	0.3163	4.50103759766	1	0.0352534	noncoding
ENST00000533935.5	50	0.31575	4.50103759766	1	0.0353327	noncoding
ENST00000612019.1	56	0.28121	5.98870849609	1	0.0307528	noncoding
ENST00000524978.2	51	0.38052	7.72088623047	-1	0.044676	noncoding
ENST00000623361.3	631	0.31641	8.96331787109	1	1	coding
ENST00000402050.7	696	0.31641	9.15228271484	1	1	coding
ENST00000470731.5	563	0.47177	8.92352294922	1	1	coding
ENST00000438376.6	680	0.46008	9.37030029297	1	1	coding
ENST00000476665.5	703	0.4671	9.50408935547	1	1	coding
ENST00000611775.4	687	0.4671	9.65740966797	1	1	coding
ENST00000497572.1	90	0.37142	6.54913330078	1	0.172176	noncoding
ENST00000427817.1	147	0.44286	9.63677978516	-1	0.184668	noncoding
ENST00000423196.1	269	0.44147	11.5940551758	-1	0.455191	noncoding
ENST00000486730.1	57	0.41622	11.6050415039	-1	0.168972	noncoding
ENST00000399537.8	2969	0.4428	8.89630126953	1	1	coding
ENST00000430969.6	2969	0.4428	8.87750244141	1	1	coding
ENST00000455076.1	33	0.43433	4.00067138672	-1	0.0194229	noncoding
