.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name,alpha_gene_name,label_junction
Control_Control,AP3M2,ENSG00000070718.12,ENSG00000070718.12:t:42167666-42167755,0.0033,0.0031,3,4,0,chr8,+,ENSG00000070718.12:t:42167666-42167755_42165560-42167666,42165560,42167666,NA,NA,chr8:42165560-42167666,target,Delta PSI > 0.05,0,
Control_Control,OSBPL3,ENSG00000070882.13,ENSG00000070882.13:t:24830768-24830905,0.0055,0.0075,3,3,1,chr7,-,ENSG00000070882.13:t:24830768-24830905_24830905-24832570,24830905,24832570,NA,NA,chr7:24830905-24832570,target,Delta PSI < 0.05,0,
Control_Control,OSBPL3,ENSG00000070882.13,ENSG00000070882.13:t:24834087-24834736,0.0042,0.0034,2,3,1,chr7,-,ENSG00000070882.13:t:24834087-24834736_24834736-24836496,24834736,24836496,NA,NA,chr7:24834736-24836496,target,Delta PSI > 0.05,0,
Control_Control,ATP2B1,ENSG00000070961.16,ENSG00000070961.16:s:89619999-89620240,0.0034,0.0021,2,3,1,chr12,-,ENSG00000070961.16:s:89619999-89620240_89611372-89619999,89611372,89619999,NA,NA,chr12:89611372-89619999,source,Delta PSI > 0.05,0,
Control_Control,ATP2B1,ENSG00000070961.16,ENSG00000070961.16:t:89611193-89612147,0.005,0.0047,2,3,1,chr12,-,ENSG00000070961.16:t:89611193-89612147_89611372-89619999,89611372,89619999,NA,NA,chr12:89611372-89619999,target,Delta PSI > 0.05,0,
Control_Control,VASH1,ENSG00000071246.11,ENSG00000071246.11:t:76775892-76776273,0.0084,0.0127,3,3,1,chr14,+,ENSG00000071246.11:t:76775892-76776273_76774715-76775892,76774715,76775892,76774716,76775891,chr14:76774715-76775892,target,Delta PSI > 0.05,0,
Control_Control,VASH1,ENSG00000071246.11,ENSG00000071246.11:t:76775892-76776273,0.0381,0.0401,3,3,1,chr14,+,ENSG00000071246.11:t:76775892-76776273_76774716-76775891,76774716,76775891,76774716,76775891,chr14:76774716-76775891,target,Delta PSI > 0.05,0,
Control_Control,BUD23,ENSG00000071462.12,ENSG00000071462.12:t:73703379-73705161,0.0085,0.0096,2,2,0,chr7,+,ENSG00000071462.12:t:73703379-73705161_73697694-73703379,73697694,73703379,73698213,73703378,chr7:73697694-73703379,target,Delta PSI > 0.05,0,
Control_Control,FAM3A,ENSG00000071889.17,ENSG00000071889.17:s:154508289-154508347,0.0034,0.0052,5,4,1,chrX,-,ENSG00000071889.17:s:154508289-154508347_154507329-154508289,154507329,154508289,NA,NA,chrX:154507329-154508289,source,Delta PSI > 0.05,0,
Control_Control,FAM3A,ENSG00000071889.17,ENSG00000071889.17:t:154507203-154507329,0.0059,0.0057,2,3,1,chrX,-,ENSG00000071889.17:t:154507203-154507329_154507329-154508289,154507329,154508289,NA,NA,chrX:154507329-154508289,target,Delta PSI > 0.05,0,
Control_Control,SLC6A15,ENSG00000072041.18,ENSG00000072041.18:s:84865524-84867193,0.0476,0.0931,3,4,0,chr12,-,ENSG00000072041.18:s:84865524-84867193_84864985-84867034,84864985,84867034,NA,NA,chr12:84864985-84867034,source,Delta PSI > 0.05,0,
Control_Control,SLC6A15,ENSG00000072041.18,ENSG00000072041.18:s:84865524-84867193,0.0476,0.0931,3,4,0,chr12,-,ENSG00000072041.18:s:84865524-84867193_84864716-84867034,84864716,84867034,NA,NA,chr12:84864716-84867034,source,Delta PSI > 0.05,0,
Control_Control,LMCD1,ENSG00000071282.12,ENSG00000071282.12:t:8548568-8548903,0.02,0.0206,2,3,0,chr3,+,ENSG00000071282.12:t:8548568-8548903_8532825-8548568,8532825,8548568,NA,NA,chr3:8532825-8548568,target,Delta PSI < 0.05,0,
Control_Control,ATP6AP1,ENSG00000071553.18,ENSG00000071553.18:s:154429292-154429452,0.0192,0.0394,4,4,0,chrX,+,ENSG00000071553.18:s:154429292-154429452_154429403-154431520,154429403,154431520,154429453,154431015,chrX:154429403-154431520,source,Delta PSI > 0.05,0,
Control_Control,CPSF1,ENSG00000071894.17,ENSG00000071894.17:s:144409015-144409288,0.0022,0.0014,3,4,1,chr8,-,ENSG00000071894.17:s:144409015-144409288_144402990-144409015,144402990,144409015,NA,NA,chr8:144402990-144409015,source,Delta PSI < 0.05,0,
Control_Control,SPEG,ENSG00000072195.15,ENSG00000072195.15:s:219444653-219444742,0.0033,0.0031,3,4,1,chr2,+,ENSG00000072195.15:s:219444653-219444742_219444742-219447974,219444742,219447974,NA,NA,chr2:219444742-219447974,source,Delta PSI > 0.05,0,
Control_Control,SPEG,ENSG00000072195.15,ENSG00000072195.15:t:219447974-219449271,0.0012,0.0013,7,5,1,chr2,+,ENSG00000072195.15:t:219447974-219449271_219444742-219447974,219444742,219447974,219445688,219447973,chr2:219444742-219447974,target,Delta PSI > 0.05,0,
Control_Control,RDH11,ENSG00000072042.13,ENSG00000072042.13:t:67692416-67692851,0.0012,5e-04,4,3,0,chr14,-,ENSG00000072042.13:t:67692416-67692851_67692593-67695630,67692593,67695630,NA,NA,chr14:67692593-67695630,target,Delta PSI > 0.05,0,
Control_Control,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:s:14177531-14177744,0.0054,0.0069,3,4,1,chr19,-,ENSG00000072071.16:s:14177531-14177744_14173399-14177531,14173399,14177531,NA,NA,chr19:14173399-14177531,source,Delta PSI > 0.05,0,
Control_Control,ADGRL1,ENSG00000072071.16,ENSG00000072071.16:t:14170488-14170791,0.0054,0.0069,3,4,1,chr19,-,ENSG00000072071.16:t:14170488-14170791_14170791-14173296,14170791,14173296,NA,NA,chr19:14170791-14173296,target,Delta PSI < 0.05,0,
Control_Control,EPN2,ENSG00000072134.15,ENSG00000072134.15:t:19281955-19282077,0.0016,0.003,9,9,0,chr17,+,ENSG00000072134.15:t:19281955-19282077_19249526-19281955,19249526,19281955,NA,NA,chr17:19249526-19281955,target,Delta PSI < 0.05,0,
Control_Control,ALDH3A2,ENSG00000072210.19,ENSG00000072210.19:s:19648526-19648843,0.0345,0.0344,3,2,0,chr17,+,ENSG00000072210.19:s:19648526-19648843_19648843-19648935,19648843,19648935,19648844,19648850,chr17:19648843-19648935,source,Delta PSI > 0.05,0,
Control_Control,ALDH3A2,ENSG00000072210.19,ENSG00000072210.19:t:19648926-19649124,0.0178,0.018,6,4,0,chr17,+,ENSG00000072210.19:t:19648926-19649124_19648843-19648935,19648843,19648935,19648878,19648925,chr17:19648843-19648935,target,Delta PSI > 0.05,0,
Control_Control,SMC1A,ENSG00000072501.19,ENSG00000072501.19:s:53403566-53403672,7e-04,2e-04,5,5,1,chrX,-,ENSG00000072501.19:s:53403566-53403672_53402379-53403566,53402379,53403566,53402380,53403565,chrX:53402379-53403566,source,Delta PSI > 0.05,0,
Control_Control,SMC1A,ENSG00000072501.19,ENSG00000072501.19:s:53403566-53403672,7e-04,2e-04,5,5,1,chrX,-,ENSG00000072501.19:s:53403566-53403672_53402116-53403566,53402116,53403566,53402380,53403565,chrX:53402116-53403566,source,Delta PSI > 0.05,0,
Control_Control,SMC1A,ENSG00000072501.19,ENSG00000072501.19:t:53399589-53399730,7e-04,2e-04,5,5,1,chrX,-,ENSG00000072501.19:t:53399589-53399730_53399730-53402287,53399730,53402287,53399731,53402052,chrX:53399730-53402287,target,Delta PSI > 0.05,0,
Control_Control,MARK2,ENSG00000072518.22,ENSG00000072518.22:t:63908877-63911020,0.038,0.0235,3,4,0,chr11,+,ENSG00000072518.22:t:63908877-63911020_63906114-63908877,63906114,63908877,NA,NA,chr11:63906114-63908877,target,Delta PSI > 0.05,0,
Control_Control,NFATC3,ENSG00000072736.19,ENSG00000072736.19:s:68084751-68085180,0.0136,0.021,3,3,0,chr16,+,ENSG00000072736.19:s:68084751-68085180_68084925-68121987,68084925,68121987,NA,NA,chr16:68084925-68121987,source,Delta PSI < 0.05,0,
Control_Control,NFATC3,ENSG00000072736.19,ENSG00000072736.19:s:68085344-68085784,0.0162,0.0157,3,4,0,chr16,+,ENSG00000072736.19:s:68085344-68085784_68085784-68157869,68085784,68157869,NA,NA,chr16:68085784-68157869,source,Delta PSI < 0.05,0,
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:s:5843093-5843161,0.0054,4e-04,6,3,1,chr4,-,ENSG00000072832.15:s:5843093-5843161_5842976-5843092,5842976,5843092,5842976,5843092,chr4:5842976-5843092,source,Delta PSI > 0.05,0,
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:t:5841308-5841525,2e-04,0,7,3,1,chr4,-,ENSG00000072832.15:t:5841308-5841525_5841428-5842694,5841428,5842694,5841526,5842693,chr4:5841428-5842694,target,Delta PSI > 0.05,0,
Control_Control,CRMP1,ENSG00000072832.15,ENSG00000072832.15:t:5841308-5841525,0.0054,4e-04,7,3,1,chr4,-,ENSG00000072832.15:t:5841308-5841525_5841526-5842693,5841526,5842693,5841526,5842693,chr4:5841526-5842693,target,Delta PSI > 0.05,0,
Control_Control,DERL2,ENSG00000072849.11,ENSG00000072849.11:s:5481296-5481389,0.0178,0.0125,2,3,0,chr17,-,ENSG00000072849.11:s:5481296-5481389_5481142-5481296,5481142,5481296,NA,NA,chr17:5481142-5481296,source,Delta PSI < 0.05,0,
Control_Control,DERL2,ENSG00000072849.11,ENSG00000072849.11:t:5480510-5480582,0.0145,0.0118,3,4,0,chr17,-,ENSG00000072849.11:t:5480510-5480582_5480543-5481101,5480543,5481101,NA,NA,chr17:5480543-5481101,target,Delta PSI < 0.05,0,
Control_Control,NDE1,ENSG00000072864.16,ENSG00000072864.16:s:15650208-15650294,0.0273,0.0328,4,4,0,chr16,+,ENSG00000072864.16:s:15650208-15650294_15650294-15651931,15650294,15651931,NA,NA,chr16:15650294-15651931,source,Delta PSI < 0.05,0,
Control_Control,SCARB1,ENSG00000073060.17,ENSG00000073060.17:s:124863595-124863968,0.0091,0.0105,2,3,0,chr12,-,ENSG00000073060.17:s:124863595-124863968_124862497-124863595,124862497,124863595,NA,NA,chr12:124862497-124863595,source,Delta PSI < 0.05,0,
Control_Control,SCARB1,ENSG00000073060.17,ENSG00000073060.17:t:124817550-124817707,0.0378,0.0334,4,5,0,chr12,-,ENSG00000073060.17:t:124817550-124817707_124817707-124862380,124817707,124862380,NA,NA,chr12:124817707-124862380,target,Delta PSI > 0.05,0,
Control_Control,SDHA,ENSG00000073578.17,ENSG00000073578.17:s:228185-228333,0.0075,0.0053,2,3,1,chr5,+,ENSG00000073578.17:s:228185-228333_228333-233477,228333,233477,NA,NA,chr5:228333-233477,source,Delta PSI > 0.05,0,
Control_Control,PPP2R3A,ENSG00000073711.11,ENSG00000073711.11:t:136082265-136082421,0.0417,0.0575,2,3,0,chr3,+,ENSG00000073711.11:t:136082265-136082421_136079283-136082265,136079283,136082265,NA,NA,chr3:136079283-136082265,target,Delta PSI > 0.05,0,
Control_Control,FRY,ENSG00000073910.23,ENSG00000073910.23:s:32265450-32265616,0.0257,0.0338,2,2,0,chr13,+,ENSG00000073910.23:s:32265450-32265616_32265616-32267243,32265616,32267243,NA,NA,chr13:32265616-32267243,source,Delta PSI > 0.05,0,
Control_Control,CLASP1,ENSG00000074054.20,ENSG00000074054.20:s:121404371-121404434,0.0083,0.0126,3,4,0,chr2,-,ENSG00000074054.20:s:121404371-121404434_121402663-121404371,121402663,121404371,NA,NA,chr2:121402663-121404371,source,Delta PSI > 0.05,0,
Control_Control,NOTCH3,ENSG00000074181.9,ENSG00000074181.9:s:15186654-15186988,0.0155,0.0252,3,3,1,chr19,-,ENSG00000074181.9:s:15186654-15186988_15185679-15186654,15185679,15186654,NA,NA,chr19:15185679-15186654,source,Delta PSI > 0.05,0,
Control_Control,PDE8A,ENSG00000073417.15,ENSG00000073417.15:t:85097803-85098036,0.0047,0.0094,6,6,1,chr15,+,ENSG00000073417.15:t:85097803-85098036_85092716-85097948,85092716,85097948,85092717,85097802,chr15:85092716-85097948,target,Delta PSI > 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:s:176591857-176591909,0.0021,0.0035,7,6,1,chr5,+,ENSG00000074276.10:s:176591857-176591909_176591871-176591910,176591871,176591910,176591910,176591909,chr5:176591871-176591910,source,Delta PSI < 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:s:176591990-176592187,0.0029,0.0051,6,4,1,chr5,+,ENSG00000074276.10:s:176591990-176592187_176592187-176592268,176592187,176592268,176592188,176592187,chr5:176592187-176592268,source,Delta PSI > 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:s:176591990-176592187,0.0029,0.0051,6,4,1,chr5,+,ENSG00000074276.10:s:176591990-176592187_176592187-176592333,176592187,176592333,176592188,176592187,chr5:176592187-176592333,source,Delta PSI > 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592268-176592332,0.0044,0.0065,4,4,1,chr5,+,ENSG00000074276.10:t:176592268-176592332_176592187-176592268,176592187,176592268,176592268,176592267,chr5:176592187-176592268,target,Delta PSI > 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592333-176592418,0.0023,0.0034,6,5,1,chr5,+,ENSG00000074276.10:t:176592333-176592418_176592187-176592333,176592187,176592333,176592333,176592332,chr5:176592187-176592333,target,Delta PSI > 0.05,0,
Control_Control,CDHR2,ENSG00000074276.10,ENSG00000074276.10:t:176592479-176592780,0.0012,0.0018,9,8,1,chr5,+,ENSG00000074276.10:t:176592479-176592780_176592478-176592544,176592478,176592544,176592479,176592478,chr5:176592478-176592544,target,Delta PSI > 0.05,0,
Control_Control,DPP8,ENSG00000074603.19,ENSG00000074603.19:s:65487690-65487818,0.0056,0.007,3,4,1,chr15,-,ENSG00000074603.19:s:65487690-65487818_65485790-65487690,65485790,65487690,NA,NA,chr15:65485790-65487690,source,Delta PSI > 0.05,0,
Control_Control,TIPIN,ENSG00000075131.10,ENSG00000075131.10:s:66352129-66352207,0.006,0.0056,2,3,0,chr15,-,ENSG00000075131.10:s:66352129-66352207_66349437-66352129,66349437,66352129,NA,NA,chr15:66349437-66352129,source,Delta PSI < 0.05,0,
Control_Control,TIPIN,ENSG00000075131.10,ENSG00000075131.10:t:66349302-66349437,0.005,0.0043,2,3,0,chr15,-,ENSG00000075131.10:t:66349302-66349437_66349437-66352129,66349437,66352129,NA,NA,chr15:66349437-66352129,target,Delta PSI < 0.05,0,
Control_Control,TIPIN,ENSG00000075131.10,ENSG00000075131.10:t:66352815-66352955,0.003,0.0054,7,6,0,chr15,-,ENSG00000075131.10:t:66352815-66352955_66352955-66386607,66352955,66386607,NA,NA,chr15:66352955-66386607,target,Delta PSI < 0.05,0,
Control_Control,EIF4G3,ENSG00000075151.23,ENSG00000075151.23:s:20941491-20942330,0.0061,0.0052,2,3,0,chr1,-,ENSG00000075151.23:s:20941491-20942330_20941395-20941491,20941395,20941491,NA,NA,chr1:20941395-20941491,source,Delta PSI > 0.05,0,
Control_Control,ACTR6,ENSG00000075089.10,ENSG00000075089.10:t:100210073-100210208,0.0282,0.0205,2,3,0,chr12,+,ENSG00000075089.10:t:100210073-100210208_100208889-100210073,100208889,100210073,NA,NA,chr12:100208889-100210073,target,Delta PSI > 0.05,0,
Control_Control,TTC38,ENSG00000075234.17,ENSG00000075234.17:t:46288423-46288588,0.0072,0.008,2,3,1,chr22,+,ENSG00000075234.17:t:46288423-46288588_46285279-46288423,46285279,46288423,NA,NA,chr22:46285279-46288423,target,Delta PSI > 0.05,0,
Control_Control,ZNF638,ENSG00000075292.19,ENSG00000075292.19:t:71355719-71355780,0.0139,0.0138,4,4,0,chr2,+,ENSG00000075292.19:t:71355719-71355780_71331865-71355719,71331865,71355719,NA,NA,chr2:71331865-71355719,target,Delta PSI < 0.05,0,
Control_Control,RASAL2,ENSG00000075391.17,ENSG00000075391.17:s:178457683-178458544,0.0147,0.0194,2,3,1,chr1,+,ENSG00000075391.17:s:178457683-178458544_178458544-178465920,178458544,178465920,NA,NA,chr1:178458544-178465920,source,Delta PSI > 0.05,0,
Control_Control,EIF4G3,ENSG00000075151.23,ENSG00000075151.23:s:21002713-21002808,0.0346,0.021,8,7,0,chr1,-,ENSG00000075151.23:s:21002713-21002808_20997633-21002713,20997633,21002713,NA,NA,chr1:20997633-21002713,source,Delta PSI < 0.05,0,
Control_Control,EIF4G3,ENSG00000075151.23,ENSG00000075151.23:t:20981048-20981227,0.0358,0.0229,5,6,0,chr1,-,ENSG00000075151.23:t:20981048-20981227_20981227-20997601,20981227,20997601,NA,NA,chr1:20981227-20997601,target,Delta PSI > 0.05,0,
Control_Control,ADD2,ENSG00000075340.23,ENSG00000075340.23:s:70713066-70713184,0.0059,0.0057,2,3,0,chr2,-,ENSG00000075340.23:s:70713066-70713184_70711250-70713066,70711250,70713066,NA,NA,chr2:70711250-70713066,source,Delta PSI < 0.05,0,
Control_Control,ADD2,ENSG00000075340.23,ENSG00000075340.23:t:70678704-70678961,0.0056,0.0055,2,3,1,chr2,-,ENSG00000075340.23:t:70678704-70678961_70678961-70688024,70678961,70688024,NA,NA,chr2:70678961-70688024,target,Delta PSI < 0.05,0,
Control_Control,MARK3,ENSG00000075413.19,ENSG00000075413.19:s:103480387-103481655,0.0164,0.0131,6,5,0,chr14,+,ENSG00000075413.19:s:103480387-103481655_103480490-103502882,103480490,103502882,NA,NA,chr14:103480490-103502882,source,Delta PSI < 0.05,0,
Control_Control,FNDC3B,ENSG00000075420.13,ENSG00000075420.13:s:172341113-172341231,0.0049,0.0045,2,3,1,chr3,+,ENSG00000075420.13:s:172341113-172341231_172341231-172344086,172341231,172344086,NA,NA,chr3:172341231-172344086,source,Delta PSI > 0.05,0,
Control_Control,FNDC3B,ENSG00000075420.13,ENSG00000075420.13:t:172344086-172344258,0.0076,0.0083,2,3,1,chr3,+,ENSG00000075420.13:t:172344086-172344258_172341231-172344086,172341231,172344086,NA,NA,chr3:172341231-172344086,target,Delta PSI > 0.05,0,
Control_Control,FRYL,ENSG00000075539.15,ENSG00000075539.15:s:48548690-48548793,0.025,0.0329,2,2,1,chr4,-,ENSG00000075539.15:s:48548690-48548793_48547654-48548690,48547654,48548690,NA,NA,chr4:48547654-48548690,source,Delta PSI > 0.05,0,
Control_Control,DLG1,ENSG00000075711.21,ENSG00000075711.21:s:197080478-197081117,0.0013,6e-04,4,4,0,chr3,-,ENSG00000075711.21:s:197080478-197081117_197078533-197081051,197078533,197081051,NA,NA,chr3:197078533-197081051,source,Delta PSI < 0.05,0,
Control_Control,BCAP29,ENSG00000075790.12,ENSG00000075790.12:s:107613654-107613732,0.0202,0.0345,3,4,1,chr7,+,ENSG00000075790.12:s:107613654-107613732_107613732-107616261,107613732,107616261,NA,NA,chr7:107613732-107616261,source,Delta PSI > 0.05,0,
Control_Control,SPAG5,ENSG00000076382.17,ENSG00000076382.17:t:28580009-28580772,0.0013,7e-04,4,3,0,chr17,-,ENSG00000076382.17:t:28580009-28580772_28580120-28582727,28580120,28582727,28580773,28582726,chr17:28580120-28582727,target,Delta PSI > 0.05,0,
Control_Control,TRAF4,ENSG00000076604.15,ENSG00000076604.15:s:28747213-28747391,0.0229,0.0148,4,3,0,chr17,+,ENSG00000076604.15:s:28747213-28747391_28747264-28747822,28747264,28747822,NA,NA,chr17:28747264-28747822,source,Delta PSI < 0.05,0,
Control_Control,TRAF4,ENSG00000076604.15,ENSG00000076604.15:t:28747822-28747947,0.0229,0.0148,4,3,0,chr17,+,ENSG00000076604.15:t:28747822-28747947_28747264-28747822,28747264,28747822,NA,NA,chr17:28747264-28747822,target,Delta PSI < 0.05,0,
Control_Control,GPATCH1,ENSG00000076650.7,ENSG00000076650.7:s:33114253-33114419,0.0081,0.0124,3,4,1,chr19,+,ENSG00000076650.7:s:33114253-33114419_33114419-33117547,33114419,33117547,NA,NA,chr19:33114419-33117547,source,Delta PSI < 0.05,0,
Control_Control,MCAM,ENSG00000076706.17,ENSG00000076706.17:s:119311280-119311421,0.0161,0.0216,2,2,1,chr11,-,ENSG00000076706.17:s:119311280-119311421_119311185-119311343,119311185,119311343,NA,NA,chr11:119311185-119311343,source,Delta PSI > 0.05,0,
Control_Control,WDR62,ENSG00000075702.19,ENSG00000075702.19:s:36081433-36081570,0.0042,0.0058,4,5,0,chr19,+,ENSG00000075702.19:s:36081433-36081570_36081570-36081794,36081570,36081794,NA,NA,chr19:36081570-36081794,source,Delta PSI < 0.05,0,
Control_Control,WDR62,ENSG00000075702.19,ENSG00000075702.19:s:36081433-36081570,0.0042,0.0058,4,5,1,chr19,+,ENSG00000075702.19:s:36081433-36081570_36081570-36086687,36081570,36086687,NA,NA,chr19:36081570-36086687,source,Delta PSI > 0.05,0,
Control_Control,WDR62,ENSG00000075702.19,ENSG00000075702.19:t:36086687-36086914,0.0088,0.0102,2,3,1,chr19,+,ENSG00000075702.19:t:36086687-36086914_36081570-36086687,36081570,36086687,NA,NA,chr19:36081570-36086687,target,Delta PSI > 0.05,0,
Control_Control,SART3,ENSG00000075856.12,ENSG00000075856.12:s:108535359-108535573,0.0035,0.0026,2,3,1,chr12,-,ENSG00000075856.12:s:108535359-108535573_108531280-108535359,108531280,108535359,NA,NA,chr12:108531280-108535359,source,Delta PSI > 0.05,0,
Control_Control,SART3,ENSG00000075856.12,ENSG00000075856.12:t:108531204-108531280,0.0024,0.0017,3,4,1,chr12,-,ENSG00000075856.12:t:108531204-108531280_108531280-108535359,108531280,108535359,NA,NA,chr12:108531280-108535359,target,Delta PSI > 0.05,0,
Control_Control,RBMS2,ENSG00000076067.13,ENSG00000076067.13:s:56588294-56588374,0.0113,0.0225,3,3,1,chr12,+,ENSG00000076067.13:s:56588294-56588374_56588374-56589278,56588374,56589278,NA,NA,chr12:56588374-56589278,source,Delta PSI > 0.05,0,
Control_Control,RBMS2,ENSG00000076067.13,ENSG00000076067.13:t:56589140-56596193,0.0182,0.041,5,3,1,chr12,+,ENSG00000076067.13:t:56589140-56596193_56589014-56589140,56589014,56589140,NA,NA,chr12:56589014-56589140,target,Delta PSI > 0.05,0,
Control_Control,ANKRD13A,ENSG00000076513.17,ENSG00000076513.17:t:110023619-110024112,0.0057,0.0085,4,4,1,chr12,+,ENSG00000076513.17:t:110023619-110024112_110021296-110024046,110021296,110024046,NA,NA,chr12:110021296-110024046,target,Delta PSI > 0.05,0,
Control_Control,ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,0.0011,5e-04,4,3,1,chr7,-,ENSG00000077080.10:s:100655019-100655119_100650663-100655019,100650663,100655019,100650664,100655018,chr7:100650663-100655019,source,Delta PSI > 0.05,0,
Control_Control,SPAG6,ENSG00000077327.16,ENSG00000077327.16:s:22401161-22401277,0.0087,0.0125,3,4,0,chr10,+,ENSG00000077327.16:s:22401161-22401277_22401277-22448725,22401277,22448725,NA,NA,chr10:22401277-22448725,source,Delta PSI > 0.05,0,
Control_Control,LRCH4,ENSG00000077454.16,ENSG00000077454.16:s:100578399-100578511,0.0035,0.0022,2,3,1,chr7,-,ENSG00000077454.16:s:100578399-100578511_100577912-100578399,100577912,100578399,NA,NA,chr7:100577912-100578399,source,Delta PSI > 0.05,0,
Control_Control,LRCH4,ENSG00000077454.16,ENSG00000077454.16:t:100577822-100577912,0.0046,0.0038,2,3,1,chr7,-,ENSG00000077454.16:t:100577822-100577912_100577912-100578399,100577912,100578399,NA,NA,chr7:100577912-100578399,target,Delta PSI > 0.05,0,
Control_Control,CAPZB,ENSG00000077549.19,ENSG00000077549.19:s:19374048-19378653,9e-04,0,2,3,1,chr1,-,ENSG00000077549.19:s:19374048-19378653_19345252-19378540,19345252,19378540,NA,NA,chr1:19345252-19378540,source,Delta PSI > 0.05,0,
Control_Control,FGFR1,ENSG00000077782.22,ENSG00000077782.22:s:38457356-38457534,0.0028,0.0047,6,7,0,chr8,-,ENSG00000077782.22:s:38457356-38457534_38428435-38457356,38428435,38457356,NA,NA,chr8:38428435-38457356,source,Delta PSI > 0.05,0,
Control_Control,FGFR1,ENSG00000077782.22,ENSG00000077782.22:t:38428346-38428435,0.0045,0.0063,4,5,0,chr8,-,ENSG00000077782.22:t:38428346-38428435_38428435-38457356,38428435,38457356,NA,NA,chr8:38428435-38457356,target,Delta PSI < 0.05,0,
Control_Control,MAP2,ENSG00000078018.21,ENSG00000078018.21:s:209696917-209697051,0.0025,0.0018,3,3,1,chr2,+,ENSG00000078018.21:s:209696917-209697051_209697051-209697226,209697051,209697226,NA,NA,chr2:209697051-209697226,source,Delta PSI > 0.05,0,
Control_Control,DGKD,ENSG00000077044.11,ENSG00000077044.11:s:233462643-233462735,0.0132,0.013,3,2,1,chr2,+,ENSG00000077044.11:s:233462643-233462735_233462735-233463848,233462735,233463848,233462736,233463813,chr2:233462735-233463848,source,Delta PSI > 0.05,0,
Control_Control,USP33,ENSG00000077254.14,ENSG00000077254.14:s:77722024-77722399,0.0031,0.0028,3,3,1,chr1,-,ENSG00000077254.14:s:77722024-77722399_77721205-77722024,77721205,77722024,NA,NA,chr1:77721205-77722024,source,Delta PSI > 0.05,0,
Control_Control,USP33,ENSG00000077254.14,ENSG00000077254.14:t:77721172-77721738,0.0045,0.004,2,3,1,chr1,-,ENSG00000077254.14:t:77721172-77721738_77721205-77722024,77721205,77722024,NA,NA,chr1:77721205-77722024,target,Delta PSI > 0.05,0,
Control_Control,UBE2K,ENSG00000078140.14,ENSG00000078140.14:s:39698109-39698302,0.0051,0.0044,2,2,0,chr4,+,ENSG00000078140.14:s:39698109-39698302_39698302-39737420,39698302,39737420,39698303,39698327,chr4:39698302-39737420,source,Delta PSI < 0.05,0,
Control_Control,ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:s:31085310-31085442,0.0081,0.0094,2,2,1,chr7,+,ENSG00000078549.15:s:31085310-31085442_31085442-31086273,31085442,31086273,NA,NA,chr7:31085442-31086273,source,Delta PSI > 0.05,0,
Control_Control,GPR137B,ENSG00000077585.14,ENSG00000077585.14:t:236168701-236168755,0.0079,0.0119,3,3,1,chr1,+,ENSG00000077585.14:t:236168701-236168755_236145848-236168706,236145848,236168706,NA,NA,chr1:236145848-236168706,target,Delta PSI < 0.05,0,
Control_Control,ARAF,ENSG00000078061.14,ENSG00000078061.14:t:47564797-47564899,0.0107,0.0101,3,3,1,chrX,+,ENSG00000078061.14:t:47564797-47564899_47564157-47564797,47564157,47564797,47564158,47564796,chrX:47564157-47564797,target,Delta PSI > 0.05,0,
Control_Control,ACER3,ENSG00000078124.13,ENSG00000078124.13:t:76958979-76959031,0.0092,0.0142,3,4,0,chr11,+,ENSG00000078124.13:t:76958979-76959031_76957586-76958979,76957586,76958979,NA,NA,chr11:76957586-76958979,target,Delta PSI < 0.05,0,
Control_Control,PIK3C3,ENSG00000078142.13,ENSG00000078142.13:s:41970327-41971443,0.002,0.0011,3,3,1,chr18,+,ENSG00000078142.13:s:41970327-41971443_41970456-41984945,41970456,41984945,NA,NA,chr18:41970456-41984945,source,Delta PSI < 0.05,0,
Control_Control,PIK3C3,ENSG00000078142.13,ENSG00000078142.13:t:41995890-41995994,0.0041,0.0045,3,3,1,chr18,+,ENSG00000078142.13:t:41995890-41995994_41993830-41995890,41993830,41995890,NA,NA,chr18:41993830-41995890,target,Delta PSI > 0.05,0,
Control_Control,SYNJ2,ENSG00000078269.15,ENSG00000078269.15:s:158061992-158062221,0.0357,0.0479,2,2,1,chr6,+,ENSG00000078269.15:s:158061992-158062221_158062221-158063791,158062221,158063791,NA,NA,chr6:158062221-158063791,source,Delta PSI > 0.05,0,
